chrom,end,score,strand,read_density,clip_length
chr14,24095169,1,+,1,13.0
chr14,24100562,1,+,1,91.0
chr14,24104128,30,+,28,78.0
chr14,24121989,1,+,1,77.0
chr14,24125242,26,+,2,57.5
chr14,24132352,1,+,1,0.0
chr14,24133760,1,+,1,69.0
chr14,24139459,1,-,1,0.0
chr14,24140609,1,-,1,73.0
chr14,24141612,32,-,7,41.57142857142857
chr14,24147293,563,-,1,61.0
chr14,24166268,1,-,3,83.0
chr14,24166537,1,-,50,71.98
chr14,24171172,1,-,1,80.0
chr14,24184419,1,-,1,221.0
chr14,24187581,1,-,1,65.0
chr14,24188639,1,-,1,57.0
chr14,24188853,3,-,1,63.0
chr14,24195673,6,-,2,22.0
chr14,24202938,3,-,3,79.33333333333333
chr14,24213085,2,-,2,41.0
chr14,24213558,83,-,2,45.0
chr14,24215448,1,-,1,538.0
chr14,24215798,2,-,3,80.0
chr14,24219503,3,-,3,56.333333333333336
chr14,24219968,1,-,1,86.0
chr14,24223425,1,-,1,101.0
chr14,24230077,2,-,2,207.5
chr14,24232560,230,-,2,38.0
chr14,24233185,1,-,1,18.0
chr14,24240878,1,-,1,356.0
chr14,24242656,8,-,2,62.5
chr14,24139980,2,+,1,61.0
chr14,24140449,3,+,4,44.75
chr14,24159050,1,+,1,61.0
chr14,24160660,11,+,10,69.2
chr14,24162660,3,+,1,27.0
chr14,24180266,14,+,11,66.81818181818181
chr14,24191131,1,+,1,81.0
chr14,24199177,2,+,1,10.0
chr14,24201801,1,+,1,0.0
chr14,24212234,1,+,2,25.5
chr14,24229231,1,+,1,64.0
chr14,24234698,1,+,1,79.0
chr14,24279089,1,+,1,23.0
chr14,24298861,13,+,8,81.25
chr14,24305211,1,+,1,9.0
chr14,24266891,1,-,1,2.0
chr14,24268995,1,-,1,68.0
chr14,24271465,8,-,4,51.0
chr14,24271627,17,-,2,290.5
chr14,24279668,1,-,1,63.0
chr14,24291797,1,-,1,128.0
chr14,24300707,1,-,1,258.0
chr14,24309123,1,+,1,94.0
chr14,24314282,1,+,1,54.0
chr14,24333262,1,-,1,74.0
chr14,24340000,2,-,2,14.0
chr14,24378055,2,+,2,76.0
chr14,24427240,1,+,1,519.0
chr14,24430840,1,-,1,59.0
chr14,24442841,1,-,1,12.0
chr14,24442927,1,-,1,175.0
chr14,24446042,2,+,1,41.0
chr14,24507507,1,-,1,2.0
chr14,24855977,1,-,1,1678.0
chr14,25325919,1,+,1,309.0
chr14,28265999,3,+,4,43.0
chr14,28265998,3,-,4,43.0
chr14,28267859,1,-,1,110.0
chr14,29253975,1,-,1,54.0
chr14,29578562,2,-,2,9.0
chr14,30597557,1,+,1,77.0
chr14,30620107,3,+,1,81.0
chr14,30658351,3,+,2,85.0
chr14,30675792,1,+,1,76.0
chr14,30702015,2,+,1,56.0
chr14,30722854,1,+,1,63.0
chr14,30735824,36,+,29,64.65517241379311
chr14,30890135,3,+,2,61.5
chr14,30895105,7,-,3,45.0
chr14,30918523,1,+,1,3.0
chr14,30933305,1,-,1,73.0
chr14,31020230,1,-,1,362.0
chr14,31086361,3,-,2,76.5
chr14,31093432,5,+,5,50.0
chr14,31096442,1,-,1,32.0
chr14,31104336,1,-,1,63.0
chr14,31106177,1,-,1,18.0
chr14,31113296,1,-,1,7.0
chr14,31173670,1,-,1,0.0
chr14,31320670,1,-,1,7.0
chr14,31373468,1,-,1,456.0
chr14,31420563,1,-,1,19.0
chr14,31457486,2,-,1,14.0
chr14,31613922,1,+,1,77.0
chr14,31797424,1,+,1,328.0
chr14,31853491,1,+,1,57.0
chr14,31932718,1,-,1,73.0
chr14,32150033,1,+,1,24.0
chr14,32160740,1,+,1,85.0
chr14,32269080,2,-,2,74.0
chr14,32272303,1,-,1,39.0
chr14,33924948,1,+,2,39.0
chr14,33951079,3,-,2,39.0
chr14,34010631,1,+,1,60.0
chr14,33982385,1,-,1,570.0
chr14,34000239,1,-,1,61.0
chr14,34019041,7,-,1,57.0
chr14,34055366,1,-,1,8.0
chr14,34349418,1,-,1,529.0
chr14,34350004,1,-,1,178.0
chr14,34350830,2,-,2,157.0
chr14,34447224,1,+,1,70.0
chr14,34462218,1,+,36,22.694444444444443
chr14,34439515,1,-,1,63.0
chr14,34448956,1,-,1,15.0
chr14,34451820,1,-,1,517.0
chr14,34462323,49,-,1,12.0
chr14,34529476,1,-,1,75.0
chr14,34530161,1,-,1,108.0
chr14,34539737,23,-,3,45.333333333333336
chr14,34548603,1,+,1,891.0
chr14,34569915,1,-,1,35.0
chr14,34578248,1,-,1,45.0
chr14,34600413,1,-,1,603.0
chr14,34607758,1,-,1,22.0
chr14,34608142,1,-,1,188.0
chr14,34620826,1,-,1,60.0
chr14,34630187,34,-,4,43.25
chr14,34713154,1,-,1,12.0
chr14,34713562,1,-,1,106.0
chr14,34714665,3,-,3,35.0
chr14,34740824,1,-,1,124.0
chr14,34749088,1,-,1,17.0
chr14,34756123,1,-,1,46.0
chr14,34759443,2,-,1,106.0
chr14,34771864,1,-,1,70.0
chr14,34786663,1,-,1,799.0
chr14,34788057,1,-,1,117.0
chr14,34793982,1,-,1,108.0
chr14,34824224,1,-,1,67.0
chr14,34874664,1,-,2,202.5
chr14,34874900,1,-,1,15.0
chr14,34875401,17,-,3,49.333333333333336
chr14,34885564,1,-,1,8.0
chr14,34934163,1,-,1,62.0
chr14,34972463,1,-,1,1630.0
chr14,34977815,1,-,1,191.0
chr14,35012233,1,-,1,9.0
chr14,35064912,1,-,1,90.0
chr14,34576412,1,+,1,235.0
chr14,34585482,1,+,1,224.0
chr14,34706751,1,+,1,5.0
chr14,34740905,1,+,1,16.0
chr14,34756759,1,+,1,617.0
chr14,34823366,1,+,1,68.0
chr14,34913895,1,+,1,53.0
chr14,34934779,1,+,1,3.0
chr14,34957506,1,+,1,183.0
chr14,34960915,3,+,1,60.0
chr14,34962081,1,+,1,0.0
chr14,34963321,1,+,1,10.0
chr14,35018479,1,+,1,55.0
chr14,35019528,1,+,1,84.0
chr14,35023265,1,+,1,13.0
chr14,35079025,1,+,2,9.5
chr14,35082498,1,+,1,48.0
chr14,35085354,1,+,1,1.0
chr14,35091208,1,-,2,76.5
chr14,35096987,1,-,1,160.0
chr14,35100206,1,-,1,346.0
chr14,35108458,1,-,1,59.0
chr14,35112275,1,-,1,97.0
chr14,35122542,14,-,3,27.333333333333332
chr14,35293787,1,-,1,22.0
chr14,35403362,1,-,2,9.0
chr14,35403910,3,-,3,32.666666666666664
chr14,35404761,65,-,59,53.11864406779661
chr14,35116543,1,+,1,724.0
chr14,35152306,1,+,1,30.0
chr14,35263144,1,+,1,10.0
chr14,35293730,1,+,1,62.0
chr14,35306407,1,+,1,0.0
chr14,35307703,1,+,1,199.0
chr14,35310900,1,+,3,166.0
chr14,35318730,12,+,1,98.0
chr14,35344972,1,+,1,61.0
chr14,35409353,1,+,1,10.0
chr14,35456415,1,+,1,477.0
chr14,35737788,1,-,1,57.0
chr14,35763424,1,-,1,2.0
chr14,35769008,1,-,1,21.0
chr14,35820645,3,+,1,81.0
chr14,35820591,1,-,3,35.0
chr14,35873392,1,-,1,493.0
chr14,35871961,1,+,1,75.0
chr14,35890991,1,+,1,63.0
chr14,36011242,1,+,1,571.0
chr14,35976304,1,-,1,1.0
chr14,36302519,2,-,1,81.0
chr14,36320677,20,-,2,13.5
chr14,39075305,1,-,1,0.0
chr14,39103235,5,-,3,34.0
chr14,39146575,1,-,2,25.5
chr14,39066022,1,+,1,74.0
chr14,39128657,1,+,1,0.0
chr14,39133723,1,+,1,3.0
chr14,39138355,2,+,1,82.0
chr14,39142777,1,+,1,2.0
chr14,39146569,1,+,2,25.5
chr14,39178282,1,+,1,6.0
chr14,39179570,1,+,1,983.0
chr14,39183209,1,+,1,63.0
chr14,39217173,1,+,2,525.0
chr14,39158404,1,-,1,50.0
chr14,39163385,1,-,1,10.0
chr14,39170359,5,-,2,64.0
chr14,39191259,1,-,1,8.0
chr14,39243158,1,-,1,56.0
chr14,39350693,8,+,1,26.0
chr14,39399189,4,-,1,32.0
chr14,40902466,1,+,1,434.0
chr14,42318410,1,+,1,53.0
chr14,42365559,1,+,1,99.0
chr14,44120858,2,-,2,33.5
chr14,44333078,1,-,1,443.0
chr14,44895572,1,-,1,65.0
chr14,44897779,1,-,1,12.0
chr14,44907243,5,+,1,27.0
chr14,44928697,1,+,2,79.0
chr14,44928705,1,-,2,79.0
chr14,44941365,1,-,1,143.0
chr14,44942696,1,-,1,1.0
chr14,44961954,2,-,2,77.0
chr14,44978412,1,-,1,52.0
chr14,44993309,1,-,1,4.0
chr14,45074431,6,+,5,32.8
chr14,45095830,1,-,2,26.5
chr14,45115595,2,-,26,67.34615384615384
chr14,45134022,2,-,1,60.0
chr14,45134558,105,-,1,80.0
chr14,45098088,1,+,1,69.0
chr14,45102704,1,+,1,161.0
chr14,45107620,1,+,1,76.0
chr14,45116232,1,+,1,1436.0
chr14,45137588,1,+,1,80.0
chr14,45141273,1,+,1,62.0
chr14,45141331,1,+,1,2.0
chr14,45162599,1,+,1,98.0
chr14,45170608,1,+,1,0.0
chr14,45200175,1,+,1,61.0
chr14,45206367,1,+,1,633.0
chr14,45208386,2,-,1,102.0
chr14,45251053,1,-,1,48.0
chr14,45253220,8,-,5,43.8
chr14,45262027,1,+,1,218.0
chr14,45290485,14,+,18,71.44444444444444
chr14,45290483,6,-,18,71.44444444444444
chr14,45331401,1,-,1,12.0
chr14,46011532,1,+,1,243.0
chr14,46501885,1,+,1,118.0
chr14,46651715,1,-,1,65.0
chr14,48600391,1,-,1,54.0
chr14,49585382,1,+,1,13.0
chr14,49586376,2,+,3468,41.88292964244521
chr14,49586767,1,+,1,0.0
chr14,49614891,32,+,1,69.0
chr14,49620641,25,+,480,60.177083333333336
chr14,49623324,1,+,1,91.0
chr14,49638315,1,+,1,59.0
chr14,49644146,1,+,1,69.0
chr14,49645301,4,+,3,109.33333333333333
chr14,49657129,1,+,1,94.0
chr14,49666213,2,+,2,212.5
chr14,49694871,1,+,1,6.0
chr14,49715759,1,+,1,555.0
chr14,49752613,1,+,1,4.0
chr14,49781712,1,+,1,6.0
chr14,49783138,1,+,1,81.0
chr14,49822699,1,+,2,61.5
chr14,49576441,1,-,1,22.0
chr14,49586441,3,-,15,36.13333333333333
chr14,49587243,1,-,1,27.0
chr14,49588547,1,-,1,454.0
chr14,49593716,1,-,1,78.0
chr14,49596558,1,-,1,238.0
chr14,49601663,1,-,1,34.0
chr14,49607416,1,-,1,117.0
chr14,49617719,1,-,1,386.0
chr14,49619642,2,-,1,537.0
chr14,49626501,1,-,1,61.0
chr14,49627828,1,-,1,153.0
chr14,49634303,13,-,1,80.0
chr14,49645302,2,-,3,109.33333333333333
chr14,49650553,1,-,1,11.0
chr14,49652299,1,-,1,52.0
chr14,49656371,2,-,2,178.0
chr14,49658198,2,-,1,47.0
chr14,49665702,1,-,1,833.0
chr14,49666324,1,-,1,106.0
chr14,49668467,1,-,1,8.0
chr14,49670346,1,-,1,59.0
chr14,49688228,1,-,1,8.0
chr14,49785914,6,-,5,80.2
chr14,49799680,1,-,1,713.0
chr14,49822684,1,-,2,61.5
chr14,49833168,1,-,1,174.0
chr14,49839449,1,-,1,635.0
chr14,49846958,1,-,1,107.0
chr14,49851878,1,-,2,105.5
chr14,49852822,9,-,6,54.333333333333336
chr14,49894391,1,-,1,138.0
chr14,49922746,1,-,1,54.0
chr14,49993099,4,-,4,142.5
chr14,50001071,1,-,1,17.0
chr14,50003473,1,-,1,11.0
chr14,50035827,1,-,1,185.0
chr14,50040570,1,-,1,62.0
chr14,49840223,1,+,1,323.0
chr14,49919446,1,+,1,65.0
chr14,49949505,1,+,1,11.0
chr14,50008622,1,+,1,61.0
chr14,50042480,1,+,1,84.0
chr14,50053593,1,+,1,99.0
chr14,50074936,1,+,1,99.0
chr14,50087105,1,-,1,8.0
chr14,50109386,1,+,1,823.0
chr14,50112420,1,-,1,69.0
chr14,50115914,1,-,1,30.0
chr14,50132379,1,-,1,61.0
chr14,50140584,1,-,1,1.0
chr14,50159846,1,-,1,80.0
chr14,50169341,1,-,1,24.0
chr14,50198366,1,-,1,13.0
chr14,50170508,1,+,1,84.0
chr14,50245681,1,+,1,4.0
chr14,50277800,1,+,1,64.0
chr14,50291213,1,+,1,10.0
chr14,50322916,4,+,1,38.0
chr14,50324295,1,+,1,105.0
chr14,50328004,3,+,2,52.5
chr14,50334907,2,+,2,39.5
chr14,50287404,1,-,1,17.0
chr14,50298607,1,-,1,415.0
chr14,50312232,3,-,2,68.5
chr14,50327949,2,-,3,37.333333333333336
chr14,50359151,1,-,1,105.0
chr14,50359814,1,-,1,58.0
chr14,50363675,1,-,1,46.0
chr14,50363912,2,-,2,49.5
chr14,50370321,1,-,1,927.0
chr14,50396229,2,-,1,51.0
chr14,50428768,1,-,1,21.0
chr14,50439346,1,-,1,59.0
chr14,50456530,1,-,1,6.0
chr14,50532533,1,-,1,17.0
chr14,50656062,1,-,1,106.0
chr14,50668340,1,-,1,76.0
chr14,50701837,1,+,1,149.0
chr14,50729725,1,+,2,314.0
chr14,50795983,1,+,1,21.0
chr14,50823509,2,+,2,53.5
chr14,50737520,5,-,5,36.4
chr14,50740136,3,-,2,68.0
chr14,50746062,1,-,1,94.0
chr14,50752797,2,-,1,64.0
chr14,50757001,1,-,1,90.0
chr14,50811640,1,-,1,27.0
chr14,50830710,3,-,2,51.5
chr14,50831203,2,-,1,37.0
chr14,50831510,2,-,2,34.5
chr14,51226646,1,+,1,78.0
chr14,51256091,15,+,1,48.0
chr14,51255648,1,-,3,61.333333333333336
chr14,51256039,1,-,15,65.86666666666666
chr14,51969795,2,-,4,116.0
chr14,52003802,1,+,1,1.0
chr14,52005272,187,+,1,118.0
chr14,52010012,1,+,1,52.0
chr14,52030112,1,+,1,67.0
chr14,52035678,1,+,1,125.0
chr14,52125834,1,-,1,22.0
chr14,52425210,1,+,1,1.0
chr14,52581564,1,+,1,518.0
chr14,52530602,1,-,1,10050.0
chr14,52531877,1,-,1,170.0
chr14,52552516,1,-,1,84.0
chr14,52646316,1,-,1,15.0
chr14,52658152,1,-,1,80.0
chr14,52659855,1,-,1,11.0
chr14,52672338,1,-,1,0.0
chr14,52682410,1,-,1,314.0
chr14,52695702,31,-,2,57.5
chr14,52727992,2,-,101,70.33663366336634
chr14,52641639,1,+,1,59.0
chr14,52668395,1,+,1,118.0
chr14,52672999,1,+,1,30.0
chr14,52724278,1,+,1,151.0
chr14,52771431,14,+,1,102.0
chr14,52776078,1,+,1,144.0
chr14,52777818,1,+,1,1.0
chr14,52807008,1,+,1,64.0
chr14,52832762,1,+,1,81.0
chr14,52779273,1,-,1,2.0
chr14,52791685,6,-,1,16.0
chr14,52951136,1,-,1,38.0
chr14,52999812,2,+,3,87.66666666666667
chr14,53015111,1,+,1,194.0
chr14,53038310,1,+,1,23.0
chr14,53049687,1,+,2,62.5
chr14,53094849,1,+,1,0.0
chr14,53152425,1,+,1,15.0
chr14,53049671,1,-,2,62.5
chr14,53054630,1,-,1,12.0
chr14,53061202,1,-,1,81.0
chr14,53093929,1,-,1,50.0
chr14,53153210,2,-,1,75.0
chr14,53159161,1,-,1,67.0
chr14,53170092,1,+,1,100.0
chr14,53327711,1,+,1,59.0
chr14,53411407,1,+,1,0.0
chr14,53526764,1,+,1,79.0
chr14,53707907,1,+,1,8.0
chr14,53729985,1,+,1,28.0
chr14,53694494,1,-,1,91.0
chr14,53875356,11,-,11,34.90909090909091
chr14,53877837,2,-,1,444.0
chr14,53915345,1,-,1,65.0
chr14,53954489,2,-,1,14.0
chr14,53956839,2,-,2,43.0
chr14,54418409,1,+,1,78.0
chr14,54420359,65,+,1,21.0
chr14,54420216,1,-,55,57.27272727272727
chr14,54441380,57,-,26,44.84615384615385
chr14,54477080,1,+,1,40.0
chr14,54483768,1,+,3,120.66666666666667
chr14,54481635,2,-,1,364.0
chr14,54488854,2,-,2,38.0
chr14,54489052,14,-,3,151.66666666666666
chr14,54539281,2,+,1,80.0
chr14,54554099,1,+,1,9.0
chr14,54843132,1,+,1,63.0
chr14,54902166,2,-,1,69.0
chr14,54902789,3,-,1,84.0
chr14,54957495,1,-,1,119.0
chr14,54988749,1,-,1,62.0
chr14,54989213,1,-,1,46.0
chr14,55027075,1,-,1,12.0
chr14,55040084,1,-,1,80.0
chr14,55036023,1,+,1,145.0
chr14,55044876,3,+,1,141.0
chr14,55046704,1,-,1,29.0
chr14,55049489,1,-,2,43.5
chr14,55049483,1,+,2,43.5
chr14,55060112,3,+,1,33.0
chr14,55080490,1,+,1,13.0
chr14,55080814,1,+,1,40.0
chr14,55171421,1,+,1,71.0
chr14,55190284,1,+,1,23.0
chr14,55229885,4,+,8,67.5
chr14,55057822,1,-,2,58.5
chr14,55066213,1,-,22,56.63636363636363
chr14,55069545,1,-,3,56.0
chr14,55087590,1,-,1,14.0
chr14,55098442,1,-,1,15.0
chr14,55150070,2,-,1,4.0
chr14,55189181,1,-,2,153.0
chr14,55280529,2,-,2,265.5
chr14,55353611,2,+,2,51.5
chr14,55353554,1,-,1,105.0
chr14,55367830,2,+,1,2.0
chr14,55382189,1,+,1,1.0
chr14,55391483,1,-,1,11.0
chr14,55411833,4,-,4,15.5
chr14,55580116,1,-,1,15.0
chr14,55581180,1,-,1,13.0
chr14,55653598,1,+,1,49.0
chr14,55670812,1,+,1,16.0
chr14,55684584,27,+,19,64.89473684210526
chr14,55767160,2,-,1,163.0
chr14,55795092,1,-,1,378.0
chr14,56618669,1,+,1,1.0
chr14,56647520,1,+,1,7.0
chr14,57205952,1,-,1,11.0
chr14,57268893,3,-,1,67.0
chr14,57289703,5,+,2,91.5
chr14,57412757,2,+,2,80.5
chr14,57412745,1,-,2,80.5
chr14,58106800,1,-,1,48.0
chr14,58209180,4,+,4,81.0
chr14,58213705,1,+,1,32.0
chr14,58235520,1,+,1,43.0
chr14,58235633,2,-,1,74.0
chr14,58243546,1,-,1,91.0
chr14,58270482,1,-,2,32.5
chr14,58271267,2,-,2,12.5
chr14,58271608,1,-,1,208.0
chr14,58274915,1,-,1,11.0
chr14,58277692,1,-,1,65.0
chr14,58296550,1,-,1,63.0
chr14,58297790,1,-,1,63.0
chr14,58298213,24,-,1,45.0
chr14,58245476,1,+,1,71.0
chr14,58250946,1,+,1,114.0
chr14,58258448,1,+,1,61.0
chr14,58271266,2,+,2,12.5
chr14,58274037,6,+,83,39.8433734939759
chr14,58276652,1,+,1,4.0
chr14,58280112,2,+,1,117.0
chr14,58280389,1,+,1,62.0
chr14,58295926,1,+,1,12.0
chr14,58295968,1,+,1,159.0
chr14,58308652,1,+,1,69.0
chr14,58347879,1,+,1,112.0
chr14,58364424,1,+,1,1716.0
chr14,58367806,2,+,1,0.0
chr14,58373993,2,+,2,49.0
chr14,58411973,2,-,2,333.0
chr14,58417518,1,-,1,16.0
chr14,58427245,1,-,1,307.0
chr14,58427551,1,-,1,16.0
chr14,58444942,1,+,1,64.0
chr14,58522272,1,+,1,80.0
chr14,58548118,1,+,1,101.0
chr14,58824997,1,+,1,64.0
chr14,58801035,1,-,1,8.0
chr14,59331905,1,+,1,0.0
chr14,59362652,1,-,1,8.0
chr14,59369777,2,+,1,0.0
chr14,59371401,1,-,1,17.0
chr14,59398181,1,-,1,2332.0
chr14,59429598,1,+,1,328.0
chr14,59441938,1,-,1,1652.0
chr14,59475445,14,-,1,69.0
chr14,59484395,4,-,4,49.75
chr14,59504715,33,+,29,63.93103448275862
chr14,59504618,1,-,1,90.0
chr14,59666718,1,-,1,8.0
chr14,59750619,1,-,1,29.0
chr14,60037065,1,-,1,1066.0
chr14,60115819,1,+,1,4.0
chr14,60126127,1,+,1,37.0
chr14,60134812,4,+,3,78.66666666666667
chr14,60154067,1,-,2,187.0
chr14,60156332,2,-,1,60.0
chr14,60165457,4,-,2,10.5
chr14,60210937,1,-,1,10.0
chr14,60293355,2,-,7,86.85714285714286
chr14,60223225,4,+,1,24.0
chr14,60231999,1,+,1,84.0
chr14,60294353,7,+,1,68.0
chr14,60299086,1,+,1,27.0
chr14,60398440,4,+,5,67.8
chr14,60398437,1,-,5,67.8
chr14,60572249,2,-,1,135.0
chr14,60590740,3,+,3,180.0
chr14,60590746,1,-,3,180.0
chr14,60781241,1,-,1,107.0
chr14,60924431,1,-,1,106.0
chr14,60781282,1,+,1,17.0
chr14,60811127,1,+,1,18.0
chr14,60881038,2,+,2,72.5
chr14,60964970,1,+,1,153.0
chr14,60968680,24,+,21,70.76190476190476
chr14,60979906,2,-,2,64.0
chr14,60981054,2,-,2,38.0
chr14,61046757,1,+,1,23.0
chr14,61052556,3,+,3,80.33333333333333
chr14,61060716,1,+,1,9.0
chr14,61083729,4,+,4,63.75
chr14,61322827,1,-,1,19.0
chr14,61481631,1,+,1,88.0
chr14,61485757,1,+,1,85.0
chr14,61506333,1,+,1,116.0
chr14,61514334,1,+,1,6.0
chr14,61531259,1,+,1,172.0
chr14,61550980,10,+,10,64.2
chr14,61662065,1,+,1,129.0
chr14,61722054,1,+,1,69.0
chr14,61742903,1,+,3,26.0
chr14,61744533,3,+,4,27.0
chr14,61746244,3,+,3,32.333333333333336
chr14,61750515,1,+,1,489.0
chr14,61548879,1,-,1,60.0
chr14,61711064,1,-,1,55.0
chr14,61717203,1,-,1,0.0
chr14,61722522,1,-,1,86.0
chr14,61742896,2,-,3,26.0
chr14,61744517,1,-,4,27.0
chr14,61751101,5,-,2,28.0
chr14,61786143,1,-,1,13.0
chr14,61796431,16,+,2,37.0
chr14,61832422,1,-,1,71.0
chr14,61858657,1,-,1,2.0
chr14,62128417,1,+,1,82.0
chr14,63166844,1,+,1,88.0
chr14,63374590,1,-,1,33.0
chr14,63377172,1,-,1,64.0
chr14,63380649,1,-,1,41.0
chr14,63385781,1,-,1,387.0
chr14,63396449,3,+,2,22.0
chr14,63397846,1,-,1,101.0
chr14,63411635,1,+,1,91.0
chr14,63465466,1,+,1,6.0
chr14,63533315,1,+,1,9.0
chr14,63568345,1,+,1,118.0
chr14,63666077,1,+,1,67.0
chr14,63691109,1,+,1,101.0
chr14,63709390,1,+,1,87.0
chr14,63540147,1,-,1,63.0
chr14,63543344,2,-,2,38.5
chr14,63593774,1,-,1,13.0
chr14,63602492,2,-,2,5.5
chr14,63620914,1,-,1,79.0
chr14,63625035,1,-,2,69.5
chr14,63627802,1,-,1,14.0
chr14,63641843,1,-,1,14.0
chr14,63707061,1,-,1,47.0
chr14,63722381,1,-,1,29.0
chr14,63724645,3,-,3,25.0
chr14,63736217,1,+,1,64.0
chr14,63958284,1,-,1,17.0
chr14,63864023,1,+,1,199.0
chr14,63957033,1,+,1,124.0
chr14,63977167,1,+,1,20.0
chr14,63983887,4,+,3,90.33333333333333
chr14,64048155,1,+,1,48.0
chr14,64152645,1,+,1,175.0
chr14,64211086,1,+,1,104.0
chr14,64221092,2,+,1,2.0
chr14,64226433,3,+,3,94.66666666666667
chr14,64236046,1,-,1,70.0
chr14,64344867,1,-,1,88.0
chr14,64348648,1,-,1,132.0
chr14,64430581,1,-,1,100.0
chr14,64442974,1,+,1,21.0
chr14,64447245,2,+,3,72.66666666666667
chr14,64471733,1,+,1,81.0
chr14,64484676,25,+,2,58.0
chr14,64487106,1,+,1,0.0
chr14,64490242,1,+,1,10.0
chr14,64490542,1,+,6,135.33333333333334
chr14,64499592,1,+,44,57.43181818181818
chr14,64525144,1,+,1,60.0
chr14,64528290,1,+,1,66.0
chr14,64533669,1,+,1,83.0
chr14,64597724,1,+,4,41.5
chr14,64601893,1,+,1,134.0
chr14,64656653,1,+,3,48.0
chr14,64447241,1,-,3,72.66666666666667
chr14,64448123,1,-,1,60.0
chr14,64453946,1,-,1,733.0
chr14,64460005,1,-,57,70.78947368421052
chr14,64461598,1,-,1,592.0
chr14,64484658,1,-,2,58.0
chr14,64490541,1,-,6,135.33333333333334
chr14,64495972,2,-,2,137.5
chr14,64503615,1,-,1,16.0
chr14,64503840,10,-,4,67.0
chr14,64506544,1,-,1,16.0
chr14,64530613,1,-,1,104.0
chr14,64605009,1,-,1,59.0
chr14,64934904,1,-,1,33.0
chr14,64981622,1,-,1,61.0
chr14,65030761,1,-,2,1.0
chr14,65060895,1,-,2,36.5
chr14,65067029,1,-,1,68.0
chr14,65161997,1,-,1,1173.0
chr14,64934992,2,+,1,72.0
chr14,64944043,4,+,1,86.0
chr14,64976047,2,+,2,0.0
chr14,64981234,1,+,1,59.0
chr14,64989577,1,+,1,35.0
chr14,65018192,1,+,1,80.0
chr14,65029189,1,+,1,76.0
chr14,65030762,1,+,2,1.0
chr14,65050964,1,+,1,54.0
chr14,65053632,2,+,1,42.0
chr14,65060879,1,+,2,36.5
chr14,65075967,1,+,3,40.0
chr14,65076544,1,+,1,1340.0
chr14,65082786,1,+,1,74.0
chr14,65163703,1,+,1,6.0
chr14,65170311,1,+,1,65.0
chr14,65208161,1,+,1,70.0
chr14,65245412,1,+,1,766.0
chr14,65267155,1,+,1,394.0
chr14,65277522,1,+,1,27.0
chr14,65279203,1,+,1,15.0
chr14,65281308,1,+,1,63.0
chr14,65284607,1,+,1,1654.0
chr14,65267730,7,-,7,33.42857142857143
chr14,65302895,1,-,1,13.0
chr14,65313563,1,-,1,8.0
chr14,65320569,1,-,1,50.0
chr14,65417331,1,-,2,31.5
chr14,65425989,1,-,1,30.0
chr14,65442839,2,-,2,877.0
chr14,65468383,1,-,3,48.0
chr14,65487577,1,-,1,11.0
chr14,65516193,1,-,1,12.0
chr14,65529589,1,-,1,206.0
chr14,65654868,1,-,1,65.0
chr14,65655494,2,-,2,39.5
chr14,65744119,2,-,2,30.0
chr14,65299100,1,+,1,42.0
chr14,65309868,1,+,1,16.0
chr14,65311501,1,+,1,10.0
chr14,65316389,1,+,1,8.0
chr14,65324511,1,+,1,7.0
chr14,65378393,10,+,9,72.33333333333333
chr14,65468382,2,+,3,48.0
chr14,65485030,1,+,1,23.0
chr14,65505761,1,+,1,1.0
chr14,65567999,1,+,1,133.0
chr14,65585667,1,+,1,20.0
chr14,65627123,1,+,1,66.0
chr14,65634659,1,+,1,93.0
chr14,65669483,1,+,1,11.0
chr14,65754745,1,+,1,73.0
chr14,65871648,1,+,1,123.0
chr14,66013928,3,+,5,16.0
chr14,66015484,1,+,1,117.0
chr14,66013596,2,-,1,50.0
chr14,66094670,1,-,1,1060.0
chr14,66509316,1,-,1,1.0
chr14,66936400,1,-,1,67.0
chr14,67139720,1,-,1,8.0
chr14,66641674,1,+,1,0.0
chr14,66856861,1,+,1,146.0
chr14,67181808,3,+,2,79.5
chr14,67184289,1,+,1,0.0
chr14,67200394,1,-,1,234.0
chr14,67279461,1,+,1,24.0
chr14,67319703,1,+,1,985.0
chr14,67333962,1,+,1,80.0
chr14,67343440,1,-,1,110.0
chr14,67359859,31,-,1,42.0
chr14,67383857,2,-,87,70.37931034482759
chr14,67390204,1,+,1,14.0
chr14,67405253,1,+,1,50.0
chr14,67409091,3,+,3,59.666666666666664
chr14,67398080,1,-,1,116.0
chr14,67591749,1,+,1,244.0
chr14,67592881,1,-,1,89.0
chr14,67598823,1,-,1,19.0
chr14,67600289,24,-,14,40.142857142857146
chr14,67651185,3,+,3,45.333333333333336
chr14,67661299,3,-,2,58.0
chr14,67662536,2,-,4,26.0
chr14,67672756,1,-,1,0.0
chr14,67674882,1,-,1,12.0
chr14,67675319,1,-,1,5.0
chr14,67695728,1,+,32,35.0625
chr14,67691918,1,-,1,114.0
chr14,67693055,1,-,1,125.0
chr14,67695772,39,-,11,35.0
chr14,67745878,1,-,1,87.0
chr14,67754152,1,-,1,8.0
chr14,67816586,1,-,1,14.0
chr14,67835635,1,+,1,31.0
chr14,67845969,1,+,1,7.0
