chrom,start,score,strand,read_density,clip_length
chr19,10089895,2,+,4,354.75
chr19,10091247,2,+,2,288.0
chr19,10106328,70,+,15,34.46666666666667
chr19,10106727,1,+,1,67.0
chr19,10146986,1,+,1,1586.0
chr19,10176089,1,+,1,2210.0
chr19,10092337,12,-,11,52.72727272727273
chr19,10097706,1,-,1,10.0
chr19,10100971,1,-,1,1140.0
chr19,10118102,2,-,1,55.0
chr19,10118662,1,-,2,675.0
chr19,10141543,1,-,1,6.0
chr19,10166590,2,-,4,69.75
chr19,10167188,1,-,1,61.0
chr19,10173078,3,-,16,70.5625
chr19,10179843,1,-,1,57.0
chr19,10208380,1,-,1,5.0
chr19,10220569,1,-,1,808.0
chr19,10239047,1,-,2,72.0
chr19,10260009,5,-,5,43.0
chr19,10283663,1,-,2,93.5
chr19,10287832,1,-,1,3.0
chr19,10304809,2,-,1,88.0
chr19,10310211,13,-,13,70.3076923076923
chr19,10316211,8,-,9,77.22222222222223
chr19,10340945,1,-,1,681.0
chr19,10348766,2,-,5,51.0
chr19,10353401,1,-,1,416.0
chr19,10363187,3,-,2,43.0
chr19,10425308,1,-,1,12.0
chr19,10466532,1,-,1,54.0
chr19,10211192,1,+,1,35.0
chr19,10239580,1,+,1,59.0
chr19,10254585,1,+,1,21.0
chr19,10263101,1,+,1,52.0
chr19,10274762,3,+,4,145.5
chr19,10278566,1,+,1,8.0
chr19,10280868,1,+,1,76.0
chr19,10286980,4,+,2,496.5
chr19,10371261,1,+,1,7.0
chr19,10372484,1,+,1,21.0
chr19,10466494,1,+,1,3.0
chr19,10469155,1,+,1,10.0
chr19,10489190,1,-,1,60.0
chr19,10521292,1,+,1,86.0
chr19,10553147,8,-,1,71.0
chr19,10566459,4,-,4,46.75
chr19,10607524,1,-,1,5.0
chr19,10644056,1,-,1,7.0
chr19,10651864,1,-,1,83.0
chr19,10672351,1,-,1,52.0
chr19,10683140,1,-,2,59.5
chr19,10683384,1,-,1,176.0
chr19,10688284,1,-,1,304.0
chr19,10688649,1,-,3,356.0
chr19,10746751,1,-,1,12.0
chr19,10798263,1,-,1,820.0
chr19,10806433,1,-,1,81.0
chr19,10806749,2,-,2,80.5
chr19,10807539,3,-,5,44.6
chr19,10852173,1,-,1,142.0
chr19,10537582,1,+,1,11.0
chr19,10543901,3,+,3,58.0
chr19,10544510,1,+,1,64.0
chr19,10594694,1,+,1,207.0
chr19,10594750,1,+,1,8.0
chr19,10606504,1,+,1,167.0
chr19,10606913,1,+,1,192.0
chr19,10626251,2,+,2,144.5
chr19,10638225,1,+,2,218.5
chr19,10659393,2,+,2,36.0
chr19,10671356,1,+,2,240.5
chr19,10679814,2,+,2,98.5
chr19,10681217,1,+,1,13.0
chr19,10690919,1,+,1,3.0
chr19,10707198,3,+,1,15.0
chr19,10707970,1,+,1,126.0
chr19,10708753,1,+,1,31.0
chr19,10711471,1,+,1,77.0
chr19,10718094,1,+,1,63.0
chr19,10797893,1,+,1,67.0
chr19,10806393,1,+,1,277.0
chr19,10823309,1,+,1,1018.0
chr19,10848389,3,+,1,17.0
chr19,10866359,1,+,1,96.0
chr19,10921101,1,+,1,64.0
chr19,10922554,1,+,2,200.0
chr19,10926213,1,+,1,66.0
chr19,10930537,1,+,1,7.0
chr19,10932521,2,+,2,71.5
chr19,10871497,1,-,1,253.0
chr19,10880348,1,-,1,9.0
chr19,10905943,1,-,1,56.0
chr19,10922195,2,-,3,42.666666666666664
chr19,10974689,1,+,1,66.0
chr19,10994824,1,+,1,129.0
chr19,11030728,1,+,1,6.0
chr19,11040492,5,+,1,173.0
chr19,11045644,1,+,1,9.0
chr19,11089439,5,+,4,43.25
chr19,11122115,1,+,1,53.0
chr19,11081182,1,-,1,74.0
chr19,11121705,1,-,1,3.0
chr19,11121772,1,-,1,62.0
chr19,11140018,1,+,1,72.0
chr19,11164286,1,+,1,29.0
chr19,11199294,5,-,5,76.2
chr19,11216970,1,-,1,14.0
chr19,11301834,1,+,1,444.0
chr19,11322052,5,+,7,96.0
chr19,11346500,9,+,3,34.0
chr19,11355448,1,+,1,34.0
chr19,11322064,4,-,8,95.125
chr19,11324426,2,-,1,39.0
chr19,11333385,1,-,1,77.0
chr19,11366422,1,-,1,78.0
chr19,11367959,1,-,1,63.0
chr19,11374675,2,+,1,14.0
chr19,11375217,1,-,1,13.0
chr19,11377559,5,-,2,71.5
chr19,11410170,1,+,1,428.0
chr19,11435612,1,+,17,45.470588235294116
chr19,11441570,1,+,1,59.0
chr19,11448220,1,+,1,12.0
chr19,11452755,1,+,1,13.0
chr19,11450763,1,-,1,381.0
chr19,11483428,4,-,4,80.75
chr19,11506538,1,+,1,10.0
chr19,11521934,1,+,1,17.0
chr19,11505926,19,-,16,62.0625
chr19,11523357,1,-,6,26.0
chr19,11538850,1,+,1,14.0
chr19,11553078,1,+,14,54.285714285714285
chr19,11549051,1,-,1,31.0
chr19,11559425,1,+,1,28.0
chr19,11565526,3,-,3,52.666666666666664
chr19,11597511,1,+,1,70.0
chr19,11603288,1,+,1,9.0
chr19,11614088,1,+,1,250.0
chr19,11639775,1,+,1,21.0
chr19,11653148,1,+,1,49.0
chr19,11665710,12,+,34,56.588235294117645
chr19,11661807,1,-,1,27.0
chr19,11664092,1,-,1,163.0
chr19,11710033,1,-,1,28.0
chr19,11721262,1,-,1,61.0
chr19,11737570,1,-,1,9.0
chr19,11799507,1,+,1,78.0
chr19,11753791,1,-,1,70.0
chr19,11823931,2,-,1,89.0
chr19,11851815,1,-,1,68.0
chr19,11863157,1,-,1,7.0
chr19,11869640,2,-,2,65.5
chr19,11892135,1,-,2,35.0
chr19,11954998,1,-,1,10.0
chr19,11825786,1,+,1,71.0
chr19,11826638,1,+,1,14.0
chr19,11828682,1,+,1,494.0
chr19,11848745,2,+,2,12.5
chr19,11864595,1,+,1,284.0
chr19,11887813,1,+,1,14.0
chr19,11892145,1,+,2,35.0
chr19,11925075,2,+,1,64.0
chr19,11976419,1,+,1,65.0
chr19,11987683,1,-,9,40.111111111111114
chr19,11989213,2,-,1,82.0
chr19,12014714,2,-,3,59.666666666666664
chr19,11995757,1,+,1,52.0
chr19,12001772,1,+,1,218.0
chr19,12014728,1,+,3,59.666666666666664
chr19,12028675,1,+,1,80.0
chr19,12044470,1,-,1,136.0
chr19,12079161,1,-,1,117.0
chr19,12119006,1,-,1,57.0
chr19,12142028,5,-,1,142.0
chr19,12224694,1,-,1,91.0
chr19,12064730,2,+,1,17.0
chr19,12072575,1,+,1,62.0
chr19,12142089,5,+,7,48.57142857142857
chr19,12143497,2,+,2,54.0
chr19,12163105,1,+,1,15.0
chr19,12192072,1,+,1,71.0
chr19,12224802,1,+,1,93.0
chr19,12256719,1,+,1,30.0
chr19,12260100,1,+,1,32.0
chr19,12285042,1,+,1,481.0
chr19,12289647,1,+,1,60.0
chr19,12297817,1,+,1,87.0
chr19,12244696,1,-,1,1.0
chr19,12271807,2,-,2,88.0
chr19,12284331,1,-,1,78.0
chr19,12284994,1,-,1,156.0
chr19,12311455,1,-,1,106.0
chr19,12309368,1,+,1,89.0
chr19,12318504,9,-,8,78.125
chr19,12322039,1,-,1,64.0
chr19,12349375,1,-,1,82.0
chr19,12421119,1,+,1,62.0
chr19,12429838,3,-,1,20.0
chr19,12463200,2,-,1,0.0
chr19,12465771,1,-,1,52.0
chr19,12461558,1,+,1,28.0
chr19,12467121,1,+,1,122.0
chr19,12485397,1,+,1,77.0
chr19,12532562,1,+,1,19.0
chr19,12541270,1,+,1,26.0
chr19,12548220,1,+,1,718.0
chr19,12564913,1,+,1,172.0
chr19,12576002,1,+,2,24.5
chr19,12577966,1,+,2,59.5
chr19,12594872,1,+,1,369.0
chr19,12610932,2,+,2,7.0
chr19,12616125,1,+,1,634.0
chr19,12624148,1,+,1,0.0
chr19,12629886,1,+,1,1.0
chr19,12629959,1,+,1,128.0
chr19,12635029,2,+,2,101.0
chr19,12637251,1,+,1,98.0
chr19,12641239,1,+,1,294.0
chr19,12649490,1,+,1,50.0
chr19,12666795,2,+,2,38.5
chr19,12671301,1,+,1,121.0
chr19,12699205,1,+,3,37.666666666666664
chr19,12699656,1,+,2,62.5
chr19,12730639,4,+,180,82.15
chr19,12773219,1,+,1,53.0
chr19,12791481,2,+,5,24.0
chr19,12805739,1,+,1,328.0
chr19,12806540,17,+,7,35.42857142857143
chr19,12889417,1,+,1,10.0
chr19,12891140,14,+,3,31.0
chr19,12891477,1,+,1,17.0
chr19,12895775,3,+,3,48.0
chr19,12922481,1,+,45,86.77777777777777
chr19,12941471,2,+,2,39.0
chr19,12942588,27,+,1,0.0
chr19,12945253,1,+,1,1259.0
chr19,12945833,128,+,23,48.91304347826087
chr19,12947846,1,+,1,211.0
chr19,12950713,1,+,1,79.0
chr19,13104513,1,+,1,15.0
chr19,13104766,1,+,1,0.0
chr19,12516922,1,-,1,13.0
chr19,12527007,2,-,1,40.0
chr19,12529113,1,-,1,11.0
chr19,12559559,1,-,6,114.66666666666667
chr19,12572263,1,-,1,12.0
chr19,12576001,1,-,2,24.5
chr19,12577955,1,-,2,59.5
chr19,12581603,1,-,1,21.0
chr19,12595480,1,-,1,5.0
chr19,12620754,1,-,1,306.0
chr19,12627354,1,-,1,1360.0
chr19,12629857,1,-,1,699.0
chr19,12630339,2,-,1,210.0
chr19,12638295,1,-,1,208.0
chr19,12641271,1,-,1,128.0
chr19,12647231,1,-,1,6.0
chr19,12649750,1,-,1,7.0
chr19,12652359,1,-,1,172.0
chr19,12652834,1,-,1,14.0
chr19,12654149,1,-,1,92.0
chr19,12654967,1,-,1,61.0
chr19,12699204,2,-,3,37.666666666666664
chr19,12711061,1,-,1,78.0
chr19,12718567,1,-,1,8.0
chr19,12719232,1,-,1,523.0
chr19,12743713,1,-,1,0.0
chr19,12763008,3,-,2,43.5
chr19,12772612,1,-,1,137.0
chr19,12774044,1,-,1,52.0
chr19,12791485,3,-,5,24.0
chr19,12797673,1,-,1,14.0
chr19,12798346,1,-,1,101.0
chr19,12813650,1,-,1,1643.0
chr19,12875207,13,-,5,90.0
chr19,12894096,3,-,5,132.8
chr19,12899079,4,-,3,62.333333333333336
chr19,12929190,1,-,1,98.0
chr19,12930425,1,-,1,90.0
chr19,12943073,1,-,22,41.13636363636363
chr19,12949320,1,-,3,464.0
chr19,12952341,1,-,1,274.0
chr19,12961138,1,-,1,370.0
chr19,13100857,1,-,1,0.0
chr19,13104900,23,-,20,71.75
chr19,13108922,1,-,1,68.0
chr19,13144159,1,+,2,122.0
chr19,13153050,2,+,1,65.0
chr19,13206790,1,-,1,184.0
chr19,13245669,1,-,1,3.0
chr19,13490713,1,+,1,356.0
chr19,13510070,1,+,1,137.0
chr19,13602822,1,+,1,136.0
chr19,13604293,1,+,1,178.0
chr19,13707497,1,-,1,568.0
chr19,13732931,1,-,1,89.0
chr19,13759222,1,-,1,488.0
chr19,13759627,2,-,1,109.0
chr19,13761300,1,-,6,43.0
chr19,13763683,1,-,1,216.0
chr19,13768820,1,-,1,349.0
chr19,13772545,1,-,1,420.0
chr19,13774455,2,-,456,40.949561403508774
chr19,13791757,1,-,1,68.0
chr19,13800281,1,-,1,3.0
chr19,13834515,5,-,5,41.4
chr19,13961542,1,-,1,116.0
chr19,13668398,1,+,1,2.0
chr19,13747924,2,+,2,41.0
chr19,13751604,1,+,3,56.666666666666664
chr19,13752632,1,+,1,1.0
chr19,13761678,1,+,1,539.0
chr19,13764541,2,+,2,72.5
chr19,13774788,1,+,2,58.5
chr19,13800240,1,+,1,11.0
chr19,13807907,1,+,1,36.0
chr19,13861999,1,+,1,14.0
chr19,13865333,1,+,1,12.0
chr19,13870056,1,+,1,59.0
chr19,13876885,1,+,1,266.0
chr19,13906241,2,+,1,177.0
chr19,13927517,2,+,1,172.0
chr19,13954337,1,+,1,24.0
chr19,13959917,1,+,1,881.0
chr19,13960285,1,+,1,539.0
chr19,13985027,1,-,1,10.0
chr19,14020270,1,-,1,31.0
chr19,14051273,1,-,1,3742.0
chr19,14067118,1,-,1,511.0
chr19,14070323,4,-,48,36.4375
chr19,14087839,4,-,3,107.0
chr19,14090485,1,-,1,539.0
chr19,14091687,2,-,3,35.333333333333336
chr19,14098499,1,-,1,247.0
chr19,14119508,44,-,38,64.07894736842105
chr19,14121272,3,-,2,37.0
chr19,14162488,1,-,1,131.0
chr19,14215433,1,-,1,37.0
chr19,14019970,4,+,1,233.0
chr19,14031719,14,+,1,67.0
chr19,14032306,1,+,1,65.0
chr19,14051599,1,+,1,230.0
chr19,14073823,2,+,2,16.0
chr19,14095165,1,+,1,7.0
chr19,14099600,1,+,1,10.0
chr19,14119530,2,+,41,63.609756097560975
chr19,14130028,1,+,1,44.0
chr19,14137164,4,+,4,26.75
chr19,14214756,2,+,2,233.0
chr19,14248134,1,+,1,62.0
chr19,14296049,1,+,1,3.0
chr19,14367128,1,+,1,58.0
chr19,14381170,11,+,2,15.0
chr19,14398822,1,+,1,64.0
chr19,14403863,3,+,3,69.66666666666667
chr19,14440267,1,+,1,66.0
chr19,14451902,3,+,1,1790.0
chr19,14453798,1,+,1,109.0
chr19,14459463,1,+,1,82.0
chr19,14463664,1,+,1,549.0
chr19,14469907,1,+,1,77.0
chr19,14400868,1,-,1,22.0
chr19,14407674,1,-,1,80.0
chr19,14408797,53,-,82,61.670731707317074
chr19,14416946,1,-,1,55.0
chr19,14454353,1,-,1,79.0
chr19,14477764,3,-,2,41.5
chr19,14488933,1,-,1,24.0
chr19,14526180,1,-,1,95.0
chr19,14537767,1,-,1,68.0
chr19,14555417,1,-,1,65.0
chr19,14566072,217,-,194,81.15463917525773
chr19,14568904,1,-,1,1175.0
chr19,14570176,1,-,1,7.0
chr19,14571233,1,-,1,5.0
chr19,14597177,1,-,1,57.0
chr19,14597703,1,-,1,90.0
chr19,14601109,1,-,1,44.0
chr19,14602980,1,-,1,579.0
chr19,14608060,1,-,1,12.0
chr19,14610568,3,-,1,241.0
chr19,14612649,1,-,1,105.0
chr19,14613114,1,-,1,1.0
chr19,14656603,2,-,2,224.5
chr19,14735449,1,-,1,152.0
chr19,14742926,1,-,1,10.0
chr19,14484135,1,+,1,8.0
chr19,14487667,1,+,1,73.0
chr19,14509887,1,+,1,56.0
chr19,14525771,2,+,1,103.0
chr19,14529563,53,+,5,25.2
chr19,14541200,1,+,1,113.0
chr19,14585486,1,+,1,17.0
chr19,14589813,1,+,1,20.0
chr19,14591556,2,+,2,49.0
chr19,14599084,2,+,2,70.0
chr19,14600936,1,+,1,86.0
chr19,14615202,1,+,1,90.0
chr19,14690063,5,+,4,50.5
chr19,14721288,1,+,1,10.0
chr19,14755745,1,-,1,2.0
chr19,14763585,1,-,1,28.0
chr19,14789449,1,+,1,8.0
chr19,15123373,1,-,1,5.0
chr19,15235521,2,+,1,88.0
chr19,15301058,1,+,1,10.0
chr19,15327581,1,+,1,265.0
chr19,15331809,1,+,1,36.0
chr19,15332612,3,+,3,42.0
chr19,15352377,1,+,1,0.0
chr19,15355561,1,+,1,65.0
chr19,15162943,1,-,1,832.0
chr19,15239930,1,-,1,6.0
chr19,15243444,3,-,3,22.333333333333332
chr19,15262124,1,-,1,6.0
chr19,15311921,1,-,1,8.0
chr19,15326825,1,-,1,7.0
chr19,15337880,1,-,1,116.0
chr19,15353520,5,-,4,69.25
chr19,15371950,1,-,1,118.0
chr19,15380049,9,-,7,83.14285714285714
chr19,15382207,1,-,1,108.0
chr19,15400792,1,-,1,83.0
chr19,15451623,7,-,7,74.0
chr19,15365726,1,+,1,152.0
chr19,15383204,1,+,1,10.0
chr19,15462075,1,+,1,263.0
chr19,15457945,2,-,2,5.0
chr19,15570874,1,+,1,53.0
chr19,15597231,1,+,1,1270.0
chr19,15609142,1,+,1,398.0
chr19,15502788,1,-,1,156.0
chr19,15552316,1,-,1,70.0
chr19,15567053,1,-,1,62.0
chr19,15600704,1,-,1,1099.0
chr19,15601674,1,-,1,3.0
chr19,15609104,1,-,1,415.0
chr19,15611243,1,-,1,210.0
chr19,16092536,1,-,1,62.0
chr19,16093952,2,-,2,70.0
chr19,16095631,1,-,1,509.0
chr19,16096936,3,-,1,79.0
chr19,15792866,1,+,1,643.0
chr19,16046159,1,+,1,469.0
chr19,16077129,1,+,1,147.0
chr19,16081397,4,+,4,51.0
chr19,16083753,1,+,1,66.0
chr19,16087303,1,+,1,277.0
chr19,16089668,2,+,1,91.0
chr19,16090832,2,+,2,10.5
chr19,16094328,1,+,1,12.0
chr19,16101191,1,+,1,3.0
chr19,16111264,1,+,1,97.0
chr19,16111623,55,+,1,60.0
chr19,16127434,1,+,1,258.0
chr19,16144690,1,+,1,570.0
chr19,16145044,1,+,1,708.0
chr19,16148152,1,+,2,47.0
chr19,16154394,2,+,3,145.66666666666666
chr19,16189015,5,+,1,60.0
chr19,16197897,18,+,12,33.5
chr19,16238813,1,+,1,142.0
chr19,16133469,1,-,3,9.0
chr19,16143703,1,-,22,30.0
chr19,16148159,1,-,2,47.0
chr19,16149755,2,-,1,79.0
chr19,16161662,1,-,1,943.0
chr19,16214356,1,-,1,79.0
chr19,16434947,1,+,1,11.0
chr19,16355246,6,-,4,55.25
chr19,16361577,9,-,8,75.5
chr19,16400190,1,-,1,9.0
chr19,16400631,2,-,2,96.5
chr19,16408939,1,-,1,752.0
chr19,16412240,1,-,1,521.0
chr19,16412849,1,-,1,104.0
chr19,16440478,2,-,1,1442.0
chr19,16496408,1,+,1,24.0
chr19,16498403,1,+,1,167.0
chr19,16509582,1,+,1,0.0
chr19,16513573,1,+,1,72.0
chr19,16543246,2,+,2,4.5
chr19,16549830,2,+,5,47.2
chr19,16557204,1,+,1,20.0
chr19,16572576,1,+,1,13.0
chr19,16631364,1,+,1,83.0
chr19,16633796,4,+,8,68.5
chr19,16635922,1,+,1,0.0
chr19,16647013,1,+,3,50.0
chr19,16662441,1,+,3,47.0
chr19,16678201,1,+,1,180.0
chr19,16679018,1,+,1,226.0
chr19,16679548,1,+,1,1913.0
chr19,16683221,1,+,1,809.0
chr19,16712482,1,+,1,3.0
chr19,16713879,1,+,1,66.0
chr19,16491836,1,-,1,401.0
chr19,16517880,3,-,2,52.5
chr19,16531956,2,-,2,45.5
chr19,16542604,3,-,1,13.0
chr19,16549840,3,-,5,47.2
chr19,16553132,1,-,1,11.0
chr19,16557772,3,-,3,413.6666666666667
chr19,16563655,1,-,1,57.0
chr19,16574921,1,-,1,77.0
chr19,16606402,1,-,1,0.0
chr19,16632496,1,-,1,12.0
chr19,16652358,3,-,2,74.5
chr19,16662436,2,-,3,47.0
chr19,16666434,1,-,1,85.0
chr19,16678478,1,-,1,57.0
chr19,16680177,1,-,1,4240.0
chr19,16682966,1,-,1,29.0
chr19,16829405,1,+,1,68.0
chr19,16862475,1,+,1,1124.0
chr19,16869792,1,+,1,50.0
chr19,17049760,22,-,19,73.73684210526316
chr19,17080861,1,-,1,37.0
chr19,17075786,1,+,1,62.0
chr19,17090128,2,-,1,65.0
chr19,17163103,1,+,1,233.0
chr19,17180880,3,+,4,26.75
chr19,17182070,1,+,1,66.0
chr19,17196402,1,+,1,358.0
chr19,17205098,1,+,1,47.0
chr19,17211300,1,+,1,324.0
chr19,17213862,9,+,1,119.0
chr19,17218851,1,+,1,878.0
chr19,17226225,3,+,3,41.333333333333336
chr19,17226564,8,+,1,59.0
chr19,17232156,1,+,1,7.0
chr19,17253288,2,+,2,43.0
chr19,17257020,1,+,1,78.0
chr19,17267412,63,+,4,61.0
chr19,17268424,4,+,5,46.2
chr19,17275321,1,+,1,300.0
chr19,17278317,1,+,1,403.0
chr19,17284684,1,+,1,22.0
chr19,17292563,4,+,6,117.33333333333333
chr19,17140490,1,-,1,733.0
chr19,17153659,1,-,1,188.0
chr19,17160707,1,-,1,175.0
chr19,17170163,1,-,1,12.0
chr19,17178905,2,-,1,442.0
chr19,17180883,1,-,4,26.75
chr19,17186874,1,-,1,454.0
chr19,17210977,1,-,1,81.0
chr19,17212722,1,-,1,14.0
chr19,17231886,1,-,1,55.0
chr19,17233843,1,-,1,72.0
chr19,17268427,1,-,5,46.2
chr19,17277468,1,-,1,8.0
chr19,17292133,3,-,1,67.0
chr19,17296195,2,-,1,74.0
chr19,17305821,4,-,30,39.266666666666666
chr19,17342269,1,-,1,47.0
chr19,17387197,2,-,5,279.4
chr19,17388398,1,-,2,8.0
chr19,17396130,1,-,1,85.0
chr19,17401126,1,-,1,81.0
chr19,17402933,2,-,393,75.21119592875318
chr19,17405777,2,-,3,48.0
chr19,17408671,1,-,1,307.0
chr19,17408840,2,-,3,40.666666666666664
chr19,17409447,3,-,3,10.666666666666666
chr19,17410665,1,-,1,799.0
chr19,17422363,1,-,2,93.5
chr19,17298735,2,+,1,69.0
chr19,17309521,39,+,19,121.3157894736842
chr19,17314021,1,+,2,439.0
chr19,17337544,2,+,1,66.0
chr19,17338006,1,+,1,73.0
chr19,17339088,1,+,1,427.0
chr19,17339738,4,+,4,49.25
chr19,17343337,1,+,1,74.0
chr19,17345423,1,+,1,14.0
chr19,17348377,1,+,1,699.0
chr19,17371494,1,+,1,16.0
chr19,17387195,3,+,5,279.4
chr19,17388380,1,+,2,8.0
chr19,17391442,1,+,1,88.0
chr19,17397074,2,+,1,49.0
chr19,17402940,3,+,402,75.48756218905473
chr19,17406035,1,+,1,70.0
chr19,17406693,2,+,1,7.0
chr19,17409448,1,+,3,10.666666666666666
chr19,17413542,1,+,1,830.0
chr19,17416412,2,+,2,23.5
chr19,17417217,1,+,1,10.0
chr19,17420311,1,+,1,46.0
chr19,17499936,1,+,1,295.0
chr19,17503443,1,+,3,103.33333333333333
chr19,17511611,4,+,18,34.22222222222222
chr19,17512334,1,+,1,65.0
chr19,17527242,3,+,3,50.666666666666664
chr19,17549251,1,+,1,542.0
chr19,17552066,3,+,2,39.0
chr19,17555659,1,+,1,70.0
chr19,17567833,1,+,1,143.0
chr19,17489801,1,-,1,124.0
chr19,17503422,2,-,2,143.0
chr19,17508335,1,-,1,65.0
chr19,17532836,1,-,1,7.0
chr19,17552381,1,-,1,19.0
chr19,17581908,5,-,8,22.375
chr19,17763263,1,-,1,10.0
chr19,17816513,2,-,2,57.0
chr19,17824779,15,-,33,59.93939393939394
chr19,17839739,1,-,1,9.0
chr19,17861315,2,-,653,126.5604900459418
chr19,17987106,1,-,1,5.0
chr19,18025318,1,-,1,21.0
chr19,18030511,2,-,3,52.333333333333336
chr19,18048630,2,-,4,66.25
chr19,18059003,3,-,1,97.0
chr19,18074195,1,-,1,57.0
chr19,18092200,1,-,1,54.0
chr19,18116090,1,-,1,76.0
chr19,18130055,1,-,1,87.0
chr19,18139811,1,-,1,65.0
chr19,18149967,3,-,4,62.25
chr19,18169626,1,-,1,195.0
chr19,18173816,2,-,819,50.37851037851038
chr19,18196800,4,-,3,48.666666666666664
chr19,18209060,1,-,1,104.0
chr19,18309256,2,-,2,68.0
chr19,18313149,1,-,1,126.0
chr19,18364153,3,-,4,48.5
chr19,18391136,3,-,1,107.0
chr19,18393480,1,-,1,91.0
chr19,18394804,1,-,1,538.0
chr19,18407404,1,-,1,295.0
chr19,18444693,1,-,1,104.0
chr19,17670598,1,+,1,494.0
chr19,17719488,2,+,2,39.0
chr19,17727225,4,+,1,143.0
chr19,17732584,1,+,1,205.0
chr19,17747773,2,+,2,67.5
chr19,17751492,1,+,1,61.0
chr19,17764045,1,+,1,8.0
chr19,17767563,1,+,1,13.0
chr19,17774237,1,+,1,15.0
chr19,17774789,1,+,1,0.0
chr19,17781450,1,+,1,19.0
chr19,17784387,1,+,1,77.0
chr19,17787012,1,+,1,377.0
chr19,17796651,1,+,1,23.0
chr19,17821709,1,+,1,5.0
chr19,17845160,1,+,1,65.0
chr19,17861258,1,+,1,61.0
chr19,17895239,1,+,1,562.0
chr19,17924747,1,+,1,46.0
chr19,17932096,1,+,1,9.0
chr19,17939947,1,+,1,21.0
chr19,17941490,1,+,1,36.0
chr19,18011952,2,+,2,52.0
chr19,18024442,1,+,1,36.0
chr19,18025865,1,+,1,91.0
chr19,18027911,1,+,1,10.0
chr19,18048637,5,+,4,66.25
chr19,18070562,1,+,12,68.0
chr19,18097771,2,+,2,58.5
chr19,18110156,1,+,1,63.0
chr19,18116180,1,+,1,142.0
chr19,18128398,1,+,1,32.0
chr19,18149909,1,+,1,81.0
chr19,18149976,1,+,4,62.25
chr19,18153194,2,+,2,14.5
chr19,18173125,2,+,1,43.0
chr19,18173689,59,+,1,16.0
chr19,18196805,1,+,3,48.666666666666664
chr19,18210562,1,+,1,31.0
chr19,18279759,3,+,3,53.333333333333336
chr19,18284889,1,+,1,668.0
chr19,18285153,1,+,1,37.0
chr19,18303678,3,+,1,99.0
chr19,18315384,1,+,1,167.0
chr19,18340597,2,+,1,61.0
chr19,18341457,1,+,1,59.0
chr19,18347248,1,+,1,69.0
chr19,18365227,1,+,1,1.0
chr19,18386157,3,+,3,15.666666666666666
chr19,18419386,1,+,1,61.0
chr19,18430040,1,+,1,1395.0
chr19,18430869,2,+,1,17.0
chr19,18433897,1,+,1,32.0
chr19,18433936,1,+,1,72.0
chr19,18471373,1,+,1,1474.0
chr19,18471959,1,+,1,56.0
chr19,18491266,1,+,1,11.0
chr19,18502355,1,+,1,433.0
chr19,18512331,1,+,1,483.0
chr19,18527861,1,+,1,159.0
chr19,18531766,3,+,74,77.4054054054054
chr19,18554689,1,+,1,533.0
chr19,18557775,70,+,7,35.57142857142857
chr19,18563040,1,+,1,20.0
chr19,18563213,1,+,1,23.0
chr19,18563342,4,+,4,34.0
chr19,18567065,1,+,1,512.0
chr19,18567288,1,+,1,172.0
chr19,18567332,1,+,1,55.0
chr19,18570502,1,+,1,1242.0
chr19,18571039,1,+,1,162.0
chr19,18571723,609,+,2,14.0
chr19,18572838,1,+,1,80.0
chr19,18576975,2,+,2,49.0
chr19,18588993,2,+,3,401.3333333333333
chr19,18590214,2,+,2,35.5
chr19,18539993,1,-,1,10.0
chr19,18541263,1,-,1,29.0
chr19,18558975,1,-,34,42.55882352941177
chr19,18560017,1,-,1,286.0
chr19,18560095,1,-,1,123.0
chr19,18564916,1,-,3,10.666666666666666
chr19,18574876,1,-,22,394.04545454545456
chr19,18590217,1,-,2,35.5
chr19,18850750,1,+,1,13.0
chr19,18885508,3,-,3,86.33333333333333
chr19,18891889,1,-,1,1.0
chr19,18897809,6,-,6,51.5
chr19,18919666,14,+,1,11.0
chr19,18923822,1,+,1,91.0
chr19,18924618,1,+,1,255.0
chr19,18927551,1,+,1,266.0
chr19,18990887,27,-,30,77.0
chr19,19004712,1,-,1,7.0
chr19,19119616,19,-,18,52.77777777777778
chr19,19163409,1,-,1,56.0
chr19,19167153,1,-,1,114.0
chr19,19175358,1,-,1,91.0
chr19,19181876,4,-,3,47.0
chr19,19276510,14,-,13,98.23076923076923
chr19,19277732,1,-,1,120.0
chr19,19296751,1,-,1,66.0
chr19,19328358,1,-,1,0.0
chr19,19353954,1,-,1,62.0
chr19,18990889,7,+,31,77.38709677419355
chr19,18996961,1,+,1,7.0
chr19,19033638,9,+,1,15.0
chr19,19051619,1,+,1,12.0
chr19,19107989,1,+,1,19.0
chr19,19163651,1,+,1,69.0
chr19,19173756,1,+,1,8.0
chr19,19176919,1,+,22,61.04545454545455
chr19,19191573,1,+,2,543.0
chr19,19192207,1,+,1,62.0
chr19,19192642,1,+,1,121.0
chr19,19192753,3,+,1,14.0
chr19,19193936,2,+,3,99.66666666666667
chr19,19320822,4,+,4,29.75
chr19,19335391,1,+,1,24.0
chr19,19347278,1,+,1,15.0
chr19,19348342,1,+,1,40.0
chr19,19350869,1,+,1,43.0
chr19,19420177,1,-,3,50.0
chr19,19385974,1,+,1,64.0
chr19,19512412,1,-,1,43.0
chr19,19516224,2,-,788,54.326142131979694
